Ticker
KAI
AMDT
ARRR
ICNM
FCT
CNGT
VLON
FLX
SHR
BBAC
EVA
MOVR
AVGO
APM
FSLR
GRFX
WFC
KO
BIMI
REN
BNRG
CANO
LYG
DUSK
HPE
BNTX
PHA
LC
VGX
QNGY
NFT
CURV
CELH
XLE
SDC
MAXR
EVOK
HPNN
IDEX
LHAA
PFE
REI
PROB
INCY
TWLO
CRM
CHZ
MINA
WISA
BAYP
LCLP
PANR
NVAX
LUNA
YFI
DGB
BRQS
PARA
XELA
ROSE
BOND
KMI
SNIW
LINK
PRPH
RAD
UNG
CAW
ARG
NU
FUV
GRR
CVNA
VGFC
AAL
IWM
HIMX
CQT
ATOM
FET
ADM
BASIC
GM
BEKE
ICX
CFRX
CRDF
NBY
FTCH
NEAR
CCL
ELYS
ETEK
WIKEN
HYLN
NEOM
LYXE
CFVI
CLOW
ARDX
AR
BERZ
CZR
AWL
AA
AEP
UFT
MRTX
ATOS
YOOSHI
CNK
USD
AC
BOE
KTRA
FCEL
HLGN
DIS
CIOV
SHIRYO
ACE
PHVS
BEAT
TLRY
TRB
RXT
BHSE
RNB
CRIS
FSLY
AUPH
NKN
LOW
FSR
GRND
OIL
MNKD
SPA
CRA
ACN
CEI
WLUNA
CETX
OKTA
ACM
CRV
MSTR
NBS
WE
ADAP
VRA
TCDA
PACB
LPT
O
ADBE
IGEX
IOVA
AMAM
LTNC
QC
AMRS
NICH
MTA
HFFG
INND
RBLX
CRHC
LESL
KRKR
YPF
HCMA
EIGR
DNB
LEN
CPHI
AGIX
MVO
LAT
SOLO
OPGN
AETHC
EXPR
PROS
IIPR
VERI
PRPL
BAL
APGB
META
A
VET
ZYXI
BAC
DIDI
GRTS
INTK
TCT
BLNK
CTM
AMB
MTCH
HUYA
SAVA
ICCM
CMCSA
BNX
SHWZ
EGLD
ELA
ONE
VTRS
GOGL
SDGR
WMT
NND
BAT
OG
GDVM
NCLH
OBSR
GBYTE
LEO
EWZ
VIDT
BBBY
BELT
OLB
GALA
PZG
PENDLE
NFTART
BPRIVN
FANG
BLUR
HEXO
GLXY
OUST
LMAO
PLPL
VLEO
CFFN
BLOK
SPY
EVGO
FBC
TXTM
MARK
HTZ
COUP
MMAT
PBR
AGRX
RYOKI
ONDS
APLE
ABCL
BBD
SYF
CVAC
WING
ARK
ARKK
SHILL
AZN
SEER
KLA
AKE
HALO
HUSA
UNFI
INTU
MSFT
KLAY
MULNOS
BDGR
FAST
ESSC
TECK
BGL
GOOG
USDT
HUT
INJ
MYSZ
KAS
CCJ
THETA
HAI
HUNT
POLF
CTMXP
TMF
LEVER
PSNY
HYDRA
ANC
COTI
EXPI
ALPP
AERGO
EPIX
PUSH
ES
PANW
GSL
KING
ALB
KYMR
KMX
GPS
NEE
EMO
ORN
RSR
APSI
NOPE
APRN
ROKU
VIPS
IEMG
CPNG
SOXS
FERG
ADPT
OMI
BXRX
BTCST
GRT
UNIT
HARP
RNA
BAND
UPST
CYBL
UDT
SALT
SLP
LIN
DODO
ENVX
VVOS
BAAS
KAVA
FWT
SND
ARA
TEO
BTU
FUTU
REPL
SPYM
PBLA
WY
ABBV
VRT
HRL
CADL
BRKR
SWN
CORZ
ETH
DRGN
FXI
TQQQ
QNT
MRO
RVP
BSV
CPCAY
LIT
PIVX
CGTX
CELR
UFO
HFT
IBN
FE
EBAY
ARWR
QRTEA
FTCI
ALPHA
CVU
SAVE
AAC
MHC
DYDX
BIR
HEZ
CORE
IPWG
AVYA
INTC
NEPT
PAAS
DOC
NISN
SAN
CRTX
WET
TJX
CGRN
DAIO
SOFI
PALLA
RAY
VRAX
ITP
KODK
HTR
HNS
VXX
COSM
TOUR
ILUS
SNM
HYRN
LLOY
SOS
FRZA
AMP
GAL
HLAN
AAB
CON
BBACK
GHST
WMB
HPCO
TREEB
NQ
IOU
DIA
GOVX
VTYX
DNUT
ADC
HIBS
MARA
CRK
ERTT
SHOP
TTOO
GOOGL
HTGM
TGTX
APPH
NEM
STARS
GERN
ATM
HL
CCFQ
CFG
ILLA
HOPR
OPEN
CHR
CUEN
TIGT
CLOV
CPG
RIDE
MRM
USDC
BTZA
HCAT
BLCM
XOM
SNAP
SGML
PNV
IMCR
BTI
CB
PPC
HRTG
HILS
HVCW
NOIA
RGBP
GLYC
TRSSF
CROX
ETRN
CRKN
NOK
BEPRO
CVC
UVXY
BAN
CCRD
GVSI
ATIP
NLY
UAL
CTK
BNGO
LA
ERF
IRIS
BEN
AKBA
MQ
AVZ
CRON
SLGG
VTC
CRO
GILD
ZH
TGT
SPELL
RARI
CVS
GODS
BAM
ASAN
CEEK
MFC
GTC
XDB
FRO
ARPA
HON
DNN
CNCE
SER
USB
RIG
RNAZ
ENZC
GFT
CRCT
MCC
ERIC
PEPG
CSGP
HLT
MOC
SIGNA
LEXX
AMST
LCX
IRNT
EOSE
APRE
NFLX
ABNB
LBL
DVN
TEL
FTM
PGY
PEX
MASK
NYCB
NCPL
AMTD
HI
AIU
NXGN
INTER
PXMD
COXL
EGY
CRI
FOXO
MPW
PPBT
BJ
CURO
WTK
ML
HIMS
XLM
MDT
KALA
AGL
HUBC
PLD
STMX
IRM
XMR
ALLG
FIS
ZANO
CARBON
MRVL
TNK
CTSH
AMRN
MEGL
SWTH
AYLA
GMBL
LBC
RIVN
QUACK
IS
NEON
EUN
CPE
AI
ASTA
CRN
HOT
GHMP
RCL
ENJ
BRBL
RKLB
EGG
OTIC
FFIE
NEBL
QTUM
OCEAN
ABEV
POND
CHNG
MDB
KEEP
IPX
ASAT
QQQ
GROM
NRBO
ANGI
BHP
BEL
BDTX
IGN
GNUS
SUZ
GTII
BHG
AZZ
SI
PI
SOCKS
DBGI
BOA
IPTV
GLCH
PYR
HIVE
REEF
PSTG
GSTC
CS
EXAS
EVRI
CENN
IAC
ACA
KSM
CSCO
NIO
REVV
TWTR
CSCW
FATH
PTRA
EXPE
FTNT
CNTX
CLVS
PKG
HLF
PLTR
NKLA
BUD
FAMI
CCO
RNDR
HCP
ADI
MULN
CRWD
SLB
CYRN
CVM
LEVL
CTEK
JASMY
MMTLP
TGGI
IVVD
MKFG
IRS
MREO
FARM
APND
RMRK
SO
SBB
ZBC
CRTD
CRPT
ABT
FLUX
VVS
RUM
CTRA
CRE
BBW
PCG
ZKS
HUA
AGXI
PSHG
BDX
TBLT
HCMC
GH
WLMS
APDN
BAX
QCK
BIOT
KGY
ATLAS
RISE
CUBE
CSZ
ACMR
MOOV
NUWE
ZCN
XLF
TLT
ON
KSPN
DOCN
SINT
RUNE
EXC
LGF
FB
GOSS
APL
CHP
COIN
ADHC
CCLN
MCRB
KILT
ANCT
RVPH
AERC
LUMN
VZ
LULU
AETH
ALLR
CUE
HKD
BFT
BBLG
AZUL
APTO
IMPP
IHC
CTVA
RBOT
BTC
CGG
VSBY
SBUX
AAOI
YETI
CHESS
LABU
PERL
CTXC
SGMO
SMMT
BTB
BP
WAVES
AMZN
COCOS
GHX
COT
CLO
FLM
CAKE
RLX
BCRX
PSFE
FCX
NOVA
RDHL
VS
DMTR
SIRC
CCNC
ADD
UST
DNA
POLS
PXD
CRC
KULR
WHALE
MATIC
MLT
SINCH
CIO
TSM
DQ
SPX
AEHR
GOTU
SDF
CENX
CVE
ACH
PRPO
CMTL
SXP
MOMO
CULT
SBS
RAINI
GL
EGHT
LSS
ETR
VISR
LGVN
DTC
UNI
MLGO
MDGL
BNT
ILST
HT
KISHU
IMO
EQT
AQT
FMS
BLP
BORA
WAXP
LI
AFL
ATNM
DAG
GMT
BCD
LAZIO
COMS
MELI
LAC
KAL
BOSON
BCAB
KTTA
HNST
IVDA
GENI
ASTS
MANA
FLOKI
BA
NVOS
ID
EQZ
TRKA
GCT
FIL
SAND
PM
ONCS
ABR
F
MFT
ELON
SEGI
FBIO
AUR
SUPER
RBC
WISH
ACB
ADSK
HRZN
AERHC
XEC
MSOS
NXS
HGEN
ALCX
PERP
PKT
AXSM
BTT
LITH
XCAD
BOXD
KDA
HOO
APA
ATA
BIOR
OXLC
TNXP
UMC
U
LDO
VRNA
AXS
BBY
AMC
RIOT
NVD
LRCX
VLO
FRGT
USTC
INV
IFC
ACLX
COVAL
JNCE
LPTX
LKCO
X
EOS
KPTI
EWT
GME
ALGO
BANANA
BTTC
INBS
AMR
PAA
RWAY
HAL
HSBC
SATX
HOOD
ACON
HLN
UNCX
PAC
HIII
ARBK
BDDF
SERO
KEY
QIND
IRMD
CARR
XPR
QUAD
NEO
VFC
GIAC
DBD
XEP
ALPINE
GRAB
BIRD
BCS
PINS
SNL
AMPL
BPRIVA
AIG
ACOR
GLNG
PLUG
QCOM
EVI
BONE
CLSK
QKC
CBIO
